"id_operacion","id_almacen","fecha_hora","tipo_operacion","recursos_asignados","productos_involucrados","tiempo_ejecucion","estado_operacion","tiempo_estimado","productividad","zona_almacen","volumen"
19256,1,"2024-05-02 02:35:00","Recepción",3,104,"81.98","Completado","83.45","0.70","Zona C - Picking","3.82"
19257,4,"2024-03-30 08:52:00","Recepción",6,28,"19.89","Completado","25.43","0.98","Zona D - Packing","19.59"
19258,5,"2024-07-14 10:31:00","Inventario",4,71,"39.39","Completado","24.04","1.02","Zona C - Picking","6.26"
19259,3,"2024-08-14 02:52:00","Packing",7,138,"158.19","Completado","24.43","0.89","Zona A - Recepción","11.10"
19260,5,"2024-05-08 13:28:00","Recepción",6,63,"42.35","Completado","38.08","0.61","Zona C - Picking","17.95"
19261,4,"2024-05-17 04:43:00","Packing",3,19,"97.57","Completado","99.31","0.89","Zona C - Picking","22.87"
19262,5,"2024-08-25 07:11:00","Packing",2,83,"65.56","Completado","97.77","0.86","Zona E - Expedición","24.56"
19263,1,"2024-09-20 07:10:00","Recepción",5,57,"159.55","Completado","48.17","0.76","Zona A - Recepción","6.42"
19264,4,"2024-09-15 01:00:00","Picking",7,13,"11.98","Completado","31.11","0.63","Zona A - Recepción","10.96"
19265,1,"2024-06-23 04:08:00","Picking",3,50,"17.65","Completado","31.95","1.05","Zona E - Expedición","3.79"
19266,4,"2024-05-01 02:46:00","Recepción",7,65,"51.83","Completado","35.95","0.73","Zona E - Expedición","12.22"
19267,5,"2024-03-26 12:35:00","Recepción",2,16,"27.50","Completado","67.01","1.33","Zona A - Recepción","7.35"
19268,2,"2024-02-11 06:03:00","Inventario",7,111,"76.81","Completado","22.29","1.30","Zona A - Recepción","14.57"
19269,4,"2024-04-19 03:17:00","Picking",3,74,"22.41","Completado","13.93","0.81","Zona D - Packing","5.22"
19270,2,"2024-08-21 07:48:00","Recepción",7,72,"58.23","Completado","68.32","0.75","Zona A - Recepción","24.76"
19271,1,"2024-08-20 00:28:00","Recepción",5,157,"21.91","En_Progreso","57.14","1.07","Zona A - Recepción","13.27"
19272,2,"2024-06-15 06:17:00","Inventario",5,21,"95.58","Completado","83.00","0.99","Zona E - Expedición","2.90"
19273,5,"2024-07-06 11:53:00","Recepción",8,26,"52.06","Completado","54.03","0.96","Zona E - Expedición","5.96"
19274,5,"2024-05-10 04:11:00","Packing",5,158,"100.80","Completado","146.01","0.86","Zona D - Packing","5.86"
19275,3,"2024-01-18 08:44:00","Recepción",5,140,"11.35","Completado","32.78","0.85","Zona D - Packing","18.88"
19276,5,"2024-09-12 00:48:00","Picking",4,90,"91.75","Completado","48.44","1.36","Zona B - Almacenaje","23.35"
19277,5,"2024-07-22 06:47:00","Recepción",3,164,"20.27","Completado","102.65","1.23","Zona E - Expedición","8.42"
19278,2,"2024-03-08 12:52:00","Picking",6,19,"22.43","En_Progreso","23.38","1.03","Zona E - Expedición","16.19"
19279,3,"2024-05-30 08:02:00","Recepción",4,76,"54.75","Completado","164.10","1.20","Zona B - Almacenaje","4.09"
19280,2,"2024-02-27 04:54:00","Picking",2,200,"27.50","Completado","70.47","0.62","Zona B - Almacenaje","6.15"
19281,3,"2024-09-20 11:42:00","Inventario",6,157,"43.31","Completado","81.83","1.32","Zona D - Packing","9.84"
19282,1,"2024-05-01 11:18:00","Recepción",4,78,"190.18","Completado","132.70","1.14","Zona C - Picking","20.61"
19283,3,"2024-07-30 13:11:00","Picking",4,6,"38.89","Completado","33.55","1.26","Zona E - Expedición","5.75"
19284,1,"2024-01-29 03:03:00","Picking",8,27,"140.22","Completado","175.70","0.88","Zona A - Recepción","18.42"
19285,4,"2024-08-02 01:21:00","Packing",4,104,"127.56","Completado","127.12","1.16","Zona D - Packing","4.22"
19286,2,"2024-06-27 02:07:00","Packing",1,128,"17.77","Completado","158.20","1.08","Zona E - Expedición","17.66"
19287,2,"2024-04-19 05:18:00","Inventario",8,76,"51.80","Completado","80.01","1.03","Zona A - Recepción","17.90"
19288,3,"2024-02-25 10:56:00","Inventario",8,115,"179.81","Completado","89.50","1.07","Zona B - Almacenaje","20.01"
19289,2,"2024-08-05 09:44:00","Inventario",3,7,"34.47","En_Progreso","78.46","1.08","Zona E - Expedición","4.47"
19290,5,"2024-04-17 03:14:00","Recepción",4,178,"24.96","Completado","46.69","1.20","Zona A - Recepción","4.50"
19291,3,"2024-07-01 00:31:00","Inventario",1,172,"185.02","Completado","29.72","0.97","Zona E - Expedición","8.76"
19292,4,"2024-01-11 08:09:00","Recepción",1,108,"49.16","En_Progreso","16.50","0.83","Zona C - Picking","17.98"
19293,5,"2024-01-25 05:23:00","Picking",6,104,"50.29","En_Progreso","59.86","0.82","Zona E - Expedición","0.88"
19294,4,"2024-03-14 12:16:00","Packing",4,142,"45.05","En_Progreso","62.74","0.84","Zona D - Packing","11.40"
19295,4,"2024-07-07 11:50:00","Packing",7,163,"87.15","Completado","57.69","1.19","Zona B - Almacenaje","10.90"
19296,4,"2024-06-21 01:03:00","Inventario",2,168,"26.49","Completado","56.74","1.30","Zona B - Almacenaje","10.25"
19297,3,"2024-09-15 01:46:00","Recepción",4,141,"14.53","Completado","53.87","0.83","Zona A - Recepción","18.16"
19298,2,"2024-07-30 07:38:00","Picking",1,20,"19.13","Completado","178.19","1.17","Zona D - Packing","4.04"
19299,4,"2024-01-14 09:34:00","Inventario",5,101,"25.87","Completado","175.38","1.27","Zona B - Almacenaje","7.52"
19300,3,"2024-03-12 05:57:00","Recepción",2,160,"37.81","En_Progreso","37.89","0.75","Zona D - Packing","22.48"
19301,1,"2024-06-28 12:56:00","Packing",4,62,"98.84","Completado","46.42","1.11","Zona A - Recepción","22.22"
19302,4,"2024-02-21 11:24:00","Packing",4,178,"103.51","Completado","96.67","1.33","Zona C - Picking","24.49"
19303,2,"2024-05-19 00:04:00","Inventario",7,91,"142.82","Completado","106.28","1.35","Zona D - Packing","10.09"
19304,1,"2024-04-19 05:33:00","Recepción",8,19,"96.29","Completado","81.44","1.09","Zona A - Recepción","20.32"
19305,2,"2024-04-05 03:14:00","Inventario",2,88,"71.07","Completado","34.60","0.67","Zona B - Almacenaje","7.10"
19306,2,"2024-07-20 02:42:00","Recepción",6,35,"36.96","Completado","57.74","0.81","Zona E - Expedición","3.35"
19307,2,"2024-07-06 02:53:00","Picking",5,152,"33.48","En_Progreso","43.00","1.32","Zona A - Recepción","8.33"
19308,2,"2024-09-29 12:18:00","Picking",5,6,"137.30","Completado","85.03","0.87","Zona E - Expedición","20.33"
19309,1,"2024-03-04 00:49:00","Packing",3,75,"15.29","Completado","19.29","1.34","Zona D - Packing","24.72"
19310,2,"2024-06-14 01:40:00","Inventario",2,137,"132.99","En_Progreso","72.31","0.85","Zona A - Recepción","4.25"
19311,5,"2024-09-25 10:54:00","Packing",5,101,"78.15","Completado","39.85","1.07","Zona C - Picking","13.12"
19312,1,"2024-04-16 03:23:00","Recepción",4,95,"35.21","Completado","20.06","0.65","Zona E - Expedición","2.25"
19313,2,"2024-04-26 01:29:00","Inventario",8,72,"16.85","Completado","45.69","1.26","Zona C - Picking","23.92"
19314,2,"2024-05-23 08:57:00","Packing",3,24,"60.23","Completado","53.39","1.05","Zona A - Recepción","15.96"
19315,2,"2024-07-17 05:31:00","Picking",8,65,"45.94","Completado","68.22","0.79","Zona B - Almacenaje","11.98"
19316,2,"2024-02-29 11:05:00","Picking",7,157,"59.78","Completado","83.38","1.23","Zona D - Packing","13.42"
19317,1,"2024-07-13 08:44:00","Picking",7,110,"60.41","Completado","35.86","0.67","Zona E - Expedición","2.45"
19318,3,"2024-01-16 09:28:00","Inventario",8,46,"20.49","Completado","85.09","1.01","Zona B - Almacenaje","7.05"
19319,4,"2024-01-17 08:53:00","Picking",7,92,"94.06","Completado","36.69","0.94","Zona A - Recepción","19.09"
19320,5,"2024-03-08 03:30:00","Inventario",6,88,"11.73","En_Progreso","160.98","1.30","Zona E - Expedición","1.65"
19321,2,"2024-09-16 01:02:00","Packing",8,134,"8.91","Completado","48.80","1.00","Zona C - Picking","8.46"
19322,2,"2024-01-03 02:01:00","Recepción",1,95,"62.55","Completado","19.31","1.21","Zona E - Expedición","5.77"
19323,2,"2024-01-05 00:28:00","Recepción",7,166,"53.60","Completado","84.17","0.76","Zona D - Packing","22.90"
19324,5,"2024-02-24 07:18:00","Recepción",1,64,"34.62","Completado","53.44","1.39","Zona C - Picking","14.56"
19325,2,"2024-03-26 13:19:00","Inventario",7,46,"59.09","Completado","143.83","1.16","Zona B - Almacenaje","16.01"
19326,4,"2024-09-07 09:46:00","Packing",8,132,"60.78","En_Progreso","18.87","1.24","Zona B - Almacenaje","20.18"
19327,3,"2024-08-22 13:22:00","Inventario",1,188,"75.46","Completado","21.68","1.15","Zona D - Packing","12.55"
19328,3,"2024-09-09 07:33:00","Recepción",8,112,"32.59","Completado","133.79","1.04","Zona C - Picking","14.02"
19329,1,"2024-08-01 08:21:00","Recepción",4,32,"9.48","Completado","59.32","0.64","Zona D - Packing","9.31"
19330,3,"2024-08-06 00:25:00","Recepción",5,35,"21.61","Completado","20.00","1.12","Zona A - Recepción","22.83"
19331,4,"2024-03-28 02:42:00","Recepción",3,134,"24.07","Completado","37.58","0.89","Zona A - Recepción","24.77"
19332,3,"2024-07-07 03:19:00","Picking",7,94,"92.83","Completado","133.89","0.74","Zona E - Expedición","10.93"
19333,3,"2024-09-18 07:14:00","Recepción",4,163,"101.95","Completado","20.56","1.29","Zona C - Picking","13.12"
19334,4,"2024-09-14 12:41:00","Recepción",4,108,"66.32","Completado","53.45","1.03","Zona E - Expedición","12.73"
19335,2,"2024-07-19 03:33:00","Picking",8,173,"12.79","Completado","45.92","1.06","Zona D - Packing","21.08"
19336,4,"2024-05-22 04:40:00","Inventario",3,132,"16.59","Completado","33.74","1.09","Zona A - Recepción","17.33"
19337,3,"2024-01-29 10:41:00","Recepción",2,22,"150.22","Completado","31.80","0.72","Zona E - Expedición","3.85"
19338,3,"2024-09-13 06:37:00","Packing",8,175,"141.04","Completado","16.16","0.86","Zona E - Expedición","15.81"
19339,4,"2024-06-24 06:06:00","Packing",7,155,"82.95","Completado","60.19","0.81","Zona E - Expedición","19.03"
19340,5,"2024-07-24 01:04:00","Recepción",4,117,"11.58","Completado","145.31","0.70","Zona D - Packing","2.04"
19341,1,"2024-02-20 11:35:00","Inventario",4,24,"188.55","Completado","33.86","1.36","Zona B - Almacenaje","15.04"
19342,1,"2024-07-10 07:52:00","Packing",1,181,"13.08","Completado","64.34","1.11","Zona C - Picking","15.42"
19343,3,"2024-08-07 02:14:00","Packing",7,129,"73.68","Completado","26.59","0.64","Zona A - Recepción","19.45"
19344,2,"2024-05-12 11:38:00","Inventario",8,143,"190.70","Completado","12.08","1.31","Zona E - Expedición","2.53"
19345,2,"2024-08-12 05:22:00","Inventario",8,169,"90.02","Completado","89.93","1.35","Zona D - Packing","18.87"
19346,5,"2024-02-20 07:07:00","Recepción",7,198,"36.73","Completado","22.83","1.20","Zona E - Expedición","5.68"
19347,3,"2024-02-12 11:23:00","Picking",3,78,"10.12","Completado","58.36","0.67","Zona E - Expedición","6.59"
19348,5,"2024-05-22 10:42:00","Recepción",6,81,"35.72","Completado","43.64","1.02","Zona D - Packing","4.79"
19349,1,"2024-03-24 05:03:00","Packing",7,27,"54.02","Completado","67.11","0.69","Zona C - Picking","12.63"
19350,4,"2024-08-24 00:20:00","Packing",4,55,"14.38","Completado","55.53","1.14","Zona C - Picking","1.64"
19351,5,"2024-05-21 08:18:00","Picking",8,150,"15.32","Completado","13.57","1.24","Zona D - Packing","23.46"
19352,3,"2024-04-03 07:24:00","Picking",1,178,"78.31","Completado","42.65","0.68","Zona E - Expedición","9.68"
19353,3,"2024-08-28 13:13:00","Inventario",3,13,"24.88","Completado","28.98","0.83","Zona E - Expedición","10.74"
19354,5,"2024-05-21 12:58:00","Packing",7,124,"148.24","Completado","30.42","0.95","Zona B - Almacenaje","11.31"
19355,2,"2024-02-02 02:03:00","Recepción",3,139,"51.72","Completado","34.75","1.19","Zona C - Picking","24.76"
19356,1,"2024-07-28 13:56:00","Packing",6,103,"24.01","Completado","28.90","0.86","Zona A - Recepción","17.37"
19357,4,"2024-02-17 06:09:00","Picking",7,10,"43.80","En_Progreso","18.22","1.04","Zona D - Packing","24.78"
19358,5,"2024-03-02 03:53:00","Picking",3,134,"103.11","Completado","47.32","1.33","Zona D - Packing","7.63"
19359,5,"2024-09-09 05:06:00","Packing",3,3,"205.19","Completado","45.95","1.20","Zona E - Expedición","19.92"
19360,1,"2024-01-19 03:36:00","Picking",7,167,"21.54","Completado","17.25","0.64","Zona A - Recepción","24.36"
19361,2,"2024-05-12 03:55:00","Recepción",4,155,"75.01","En_Progreso","157.18","1.35","Zona A - Recepción","17.13"
19362,3,"2024-08-03 01:12:00","Picking",5,192,"56.38","Completado","73.63","0.79","Zona D - Packing","12.61"
19363,5,"2024-04-10 12:36:00","Inventario",1,191,"38.64","Completado","27.32","0.99","Zona B - Almacenaje","11.77"
19364,3,"2024-03-24 13:27:00","Recepción",7,88,"30.13","Completado","57.19","1.31","Zona B - Almacenaje","4.48"
19365,5,"2024-01-28 03:50:00","Packing",6,100,"155.69","Completado","34.66","0.91","Zona A - Recepción","13.56"
19366,3,"2024-01-09 02:04:00","Inventario",2,21,"26.57","Completado","24.91","1.18","Zona D - Packing","5.12"
19367,3,"2024-01-18 12:06:00","Packing",2,44,"100.07","Completado","21.82","1.00","Zona E - Expedición","12.38"
19368,3,"2024-07-30 07:19:00","Recepción",6,6,"66.73","Completado","76.59","0.92","Zona D - Packing","5.36"
19369,1,"2024-07-21 00:56:00","Picking",8,161,"15.52","Completado","23.41","0.79","Zona A - Recepción","11.83"
19370,2,"2024-01-24 04:41:00","Inventario",2,125,"44.17","En_Progreso","15.90","0.98","Zona E - Expedición","20.90"
19371,2,"2024-04-22 06:56:00","Packing",7,184,"29.41","Completado","59.01","1.15","Zona B - Almacenaje","12.34"
19372,1,"2024-03-18 00:42:00","Packing",2,181,"38.06","Completado","36.42","1.38","Zona E - Expedición","9.73"
19373,3,"2024-08-03 10:49:00","Packing",5,2,"37.23","Completado","38.10","0.61","Zona E - Expedición","16.93"
19374,4,"2024-09-19 12:16:00","Picking",5,117,"75.22","Completado","31.19","1.25","Zona C - Picking","23.06"
19375,3,"2024-07-20 07:52:00","Recepción",3,187,"104.53","Completado","25.49","0.99","Zona E - Expedición","7.05"
19376,1,"2024-06-23 13:10:00","Picking",6,126,"41.92","Completado","19.09","0.94","Zona B - Almacenaje","10.51"
19377,4,"2024-07-14 02:11:00","Inventario",3,76,"26.86","Completado","53.88","1.13","Zona D - Packing","12.91"
19378,3,"2024-03-06 07:25:00","Inventario",3,98,"174.71","Completado","20.97","1.04","Zona C - Picking","4.03"
19379,2,"2024-05-31 09:43:00","Recepción",7,72,"18.71","Completado","70.43","0.81","Zona E - Expedición","13.93"
19380,1,"2024-09-03 00:04:00","Recepción",5,6,"63.04","Completado","80.53","1.28","Zona D - Packing","7.38"
19381,4,"2024-10-03 01:10:00","Recepción",5,123,"34.80","Completado","18.52","1.15","Zona B - Almacenaje","2.45"
19382,3,"2024-01-19 13:05:00","Packing",8,81,"173.73","Completado","42.87","1.30","Zona A - Recepción","11.75"
19383,1,"2024-09-27 08:44:00","Packing",2,166,"18.06","Completado","158.69","0.82","Zona B - Almacenaje","6.79"
19384,2,"2024-10-02 01:04:00","Packing",7,180,"82.83","Completado","28.01","1.39","Zona C - Picking","23.37"
19385,2,"2024-05-06 04:07:00","Packing",2,114,"116.93","Completado","106.71","0.64","Zona B - Almacenaje","1.96"
19386,3,"2024-01-16 02:14:00","Packing",8,10,"52.54","Completado","33.23","1.07","Zona C - Picking","10.73"
19387,3,"2024-05-09 08:01:00","Picking",8,179,"31.65","Completado","31.24","0.62","Zona B - Almacenaje","2.68"
19388,5,"2024-07-31 04:54:00","Recepción",3,34,"65.50","Completado","41.79","1.36","Zona D - Packing","23.05"
19389,2,"2024-01-07 13:16:00","Recepción",5,178,"49.12","En_Progreso","47.25","0.88","Zona C - Picking","7.60"
19390,5,"2024-09-11 07:11:00","Inventario",2,193,"70.56","Completado","27.41","1.22","Zona D - Packing","4.29"
19391,3,"2024-05-27 00:55:00","Recepción",7,12,"26.73","Completado","64.12","0.74","Zona C - Picking","20.18"
19392,5,"2024-04-08 05:28:00","Recepción",7,26,"101.75","Completado","75.12","1.08","Zona B - Almacenaje","23.46"
19393,4,"2024-05-27 13:51:00","Packing",8,74,"39.96","Completado","60.80","1.39","Zona C - Picking","3.62"
19394,1,"2024-03-21 01:23:00","Inventario",2,63,"66.13","Fallido","89.48","0.74","Zona C - Picking","13.93"
19395,5,"2024-04-23 05:34:00","Picking",7,79,"51.82","Completado","87.80","1.33","Zona C - Picking","14.32"
19396,3,"2024-02-25 00:04:00","Picking",1,95,"97.47","Completado","40.39","0.73","Zona E - Expedición","18.37"
19397,2,"2024-07-29 01:00:00","Picking",1,45,"90.10","Fallido","20.23","1.31","Zona A - Recepción","13.95"
19398,2,"2024-08-30 10:17:00","Packing",8,149,"151.67","Completado","84.27","0.93","Zona E - Expedición","6.19"
19399,2,"2024-02-09 09:03:00","Inventario",4,77,"52.43","Completado","97.31","1.01","Zona B - Almacenaje","15.68"
19400,3,"2024-02-08 07:14:00","Recepción",4,9,"35.69","En_Progreso","22.54","1.17","Zona E - Expedición","11.70"
19401,4,"2024-03-10 05:09:00","Packing",4,186,"17.18","Completado","24.81","0.82","Zona D - Packing","7.05"
19402,5,"2024-01-05 10:00:00","Recepción",4,4,"83.79","Completado","36.80","1.14","Zona C - Picking","12.29"
19403,1,"2024-06-06 07:39:00","Picking",8,199,"124.38","Completado","136.63","0.66","Zona E - Expedición","18.59"
19404,2,"2024-05-19 01:02:00","Inventario",1,42,"41.25","Completado","49.94","1.30","Zona C - Picking","15.13"
19405,4,"2024-08-27 06:22:00","Picking",1,66,"73.99","Completado","55.15","0.62","Zona C - Picking","5.03"
19406,1,"2024-08-01 06:44:00","Picking",8,46,"63.41","Completado","32.23","1.28","Zona E - Expedición","23.94"
19407,5,"2024-03-16 03:48:00","Recepción",5,165,"143.70","Completado","31.02","0.70","Zona C - Picking","3.31"
19408,1,"2024-02-02 05:18:00","Picking",8,19,"24.23","En_Progreso","123.56","1.36","Zona A - Recepción","12.39"
19409,2,"2024-07-05 09:59:00","Packing",4,135,"77.02","Completado","33.33","1.31","Zona D - Packing","9.42"
19410,4,"2024-03-09 13:54:00","Recepción",7,131,"44.24","Completado","65.30","1.23","Zona D - Packing","19.64"
19411,2,"2024-03-29 03:34:00","Picking",7,138,"64.40","Completado","31.55","1.02","Zona B - Almacenaje","5.01"
19412,1,"2024-03-20 07:26:00","Packing",5,129,"74.97","Completado","11.00","0.91","Zona D - Packing","6.65"
19413,1,"2024-01-06 04:44:00","Inventario",8,191,"52.95","Completado","33.74","0.77","Zona C - Picking","12.18"
19414,3,"2024-07-30 13:56:00","Picking",3,20,"28.07","En_Progreso","71.77","0.98","Zona E - Expedición","16.81"
19415,1,"2024-08-10 11:28:00","Recepción",8,10,"102.05","Completado","17.84","0.78","Zona C - Picking","12.89"
19416,5,"2024-01-30 05:59:00","Recepción",4,74,"24.05","Completado","19.48","0.82","Zona B - Almacenaje","4.50"
19417,1,"2024-09-22 11:26:00","Recepción",4,78,"42.57","Completado","34.57","1.37","Zona B - Almacenaje","5.64"
19418,5,"2024-07-10 02:19:00","Picking",7,85,"22.32","Completado","31.00","0.71","Zona E - Expedición","11.24"
19419,3,"2024-10-04 01:54:00","Recepción",8,164,"67.98","Completado","152.94","0.63","Zona B - Almacenaje","17.05"
19420,2,"2024-06-27 04:36:00","Inventario",3,69,"83.16","Completado","68.20","1.02","Zona B - Almacenaje","23.10"
19421,3,"2024-09-28 08:50:00","Picking",4,183,"33.88","Completado","37.29","1.03","Zona C - Picking","11.47"
19422,5,"2024-03-09 08:12:00","Inventario",6,25,"92.42","Completado","29.93","0.74","Zona D - Packing","0.99"
19423,5,"2024-01-28 08:06:00","Recepción",6,13,"69.10","Completado","81.42","1.06","Zona A - Recepción","16.57"
19424,4,"2024-03-15 05:18:00","Packing",1,36,"35.68","Completado","26.28","1.33","Zona E - Expedición","0.97"
19425,3,"2024-08-18 01:17:00","Inventario",5,30,"65.34","Completado","29.76","1.29","Zona D - Packing","9.53"
19426,1,"2024-04-23 03:54:00","Picking",5,145,"37.43","En_Progreso","31.14","0.99","Zona A - Recepción","8.06"
19427,4,"2024-09-28 05:57:00","Picking",3,186,"62.35","Completado","39.60","0.75","Zona C - Picking","5.59"
19428,2,"2024-08-06 08:24:00","Picking",5,21,"86.49","En_Progreso","67.72","0.77","Zona B - Almacenaje","8.51"
19429,2,"2024-01-20 13:54:00","Recepción",1,148,"45.64","En_Progreso","34.33","0.84","Zona C - Picking","23.99"
19430,5,"2024-04-17 13:16:00","Inventario",1,130,"34.66","Completado","35.04","0.61","Zona E - Expedición","9.32"
19431,2,"2024-08-29 04:57:00","Recepción",2,196,"24.64","Completado","36.96","1.32","Zona E - Expedición","1.44"
19432,3,"2024-02-27 11:53:00","Recepción",4,60,"75.60","Completado","174.55","1.14","Zona C - Picking","17.54"
19433,1,"2024-04-10 05:36:00","Inventario",4,154,"26.84","Completado","51.78","1.34","Zona D - Packing","3.28"
19434,5,"2024-09-03 06:40:00","Picking",5,39,"51.52","En_Progreso","22.17","0.95","Zona D - Packing","8.03"
19435,3,"2024-08-03 01:07:00","Picking",7,101,"215.61","Completado","35.98","0.91","Zona B - Almacenaje","13.63"
19436,4,"2024-08-29 09:04:00","Picking",6,176,"41.95","Completado","40.16","0.86","Zona A - Recepción","13.20"
19437,4,"2024-03-26 12:16:00","Recepción",2,132,"52.14","En_Progreso","136.76","0.63","Zona B - Almacenaje","15.26"
19438,4,"2024-05-02 06:26:00","Packing",1,118,"17.65","En_Progreso","140.67","1.37","Zona A - Recepción","22.41"
19439,3,"2024-01-06 09:18:00","Recepción",7,135,"32.13","Completado","97.78","1.14","Zona B - Almacenaje","22.62"
19440,2,"2024-03-27 01:36:00","Packing",5,82,"20.83","Completado","74.32","0.77","Zona B - Almacenaje","14.36"
19441,3,"2024-07-15 12:31:00","Packing",1,179,"42.31","Completado","37.64","0.67","Zona A - Recepción","12.13"
19442,1,"2024-02-14 01:15:00","Inventario",2,101,"16.19","Completado","51.13","1.07","Zona D - Packing","7.79"
19443,3,"2024-01-11 03:40:00","Inventario",6,62,"38.57","En_Progreso","75.84","0.92","Zona D - Packing","20.17"
19444,1,"2024-05-22 00:29:00","Inventario",8,33,"12.27","Completado","50.45","1.27","Zona A - Recepción","7.14"
19445,5,"2024-05-22 06:00:00","Inventario",7,28,"25.29","Completado","27.69","0.93","Zona A - Recepción","2.84"
19446,2,"2024-09-11 07:03:00","Recepción",8,8,"119.17","Completado","93.11","1.34","Zona A - Recepción","17.97"
19447,4,"2024-07-26 06:21:00","Packing",7,191,"104.90","Completado","14.56","0.84","Zona B - Almacenaje","14.26"
19448,1,"2024-04-01 02:17:00","Recepción",5,66,"144.85","En_Progreso","48.46","1.19","Zona D - Packing","16.64"
19449,5,"2024-03-26 12:09:00","Picking",7,189,"40.48","Completado","39.44","1.16","Zona D - Packing","12.58"
19450,2,"2024-09-18 02:08:00","Packing",8,197,"79.91","Completado","63.37","0.83","Zona C - Picking","18.24"
19451,4,"2024-02-12 06:58:00","Recepción",5,70,"72.46","Completado","62.73","1.12","Zona D - Packing","7.97"
19452,1,"2024-01-12 02:41:00","Inventario",3,89,"30.54","Completado","20.70","0.87","Zona C - Picking","8.49"
19453,5,"2024-01-15 07:26:00","Inventario",5,87,"165.70","Completado","31.31","1.17","Zona C - Picking","22.76"
19454,3,"2024-07-01 12:46:00","Picking",3,139,"34.93","Completado","144.14","1.22","Zona B - Almacenaje","11.81"
19455,5,"2024-07-23 07:02:00","Inventario",6,123,"33.72","Completado","52.13","0.69","Zona D - Packing","6.83"
19456,5,"2024-04-14 00:28:00","Inventario",4,42,"88.15","Completado","27.99","1.29","Zona C - Picking","9.17"
19457,3,"2024-03-16 05:46:00","Inventario",7,62,"53.16","Completado","108.79","1.35","Zona A - Recepción","3.15"
19458,1,"2024-06-28 10:57:00","Picking",3,80,"18.79","Completado","55.47","1.03","Zona C - Picking","17.47"
19459,3,"2024-06-18 01:14:00","Recepción",3,171,"31.36","En_Progreso","18.71","0.95","Zona B - Almacenaje","16.20"
19460,4,"2024-05-09 00:07:00","Picking",6,120,"24.58","Completado","16.07","1.26","Zona E - Expedición","23.34"
19461,1,"2024-06-10 05:09:00","Packing",6,200,"32.32","Completado","42.97","0.70","Zona D - Packing","2.59"
19462,1,"2024-05-26 10:43:00","Packing",4,180,"36.52","Completado","126.37","1.17","Zona D - Packing","5.83"
19463,3,"2024-09-19 11:51:00","Recepción",8,14,"92.18","Completado","27.44","1.20","Zona A - Recepción","0.57"
19464,4,"2024-07-21 11:07:00","Picking",1,87,"103.86","Completado","34.73","1.00","Zona C - Picking","23.15"
19465,3,"2024-08-17 10:37:00","Packing",6,16,"66.06","Completado","123.14","1.22","Zona E - Expedición","21.19"
19466,2,"2024-05-21 09:41:00","Inventario",2,83,"115.57","Completado","77.18","0.94","Zona D - Packing","9.19"
19467,4,"2024-09-07 02:08:00","Inventario",1,11,"140.37","Completado","55.32","0.69","Zona B - Almacenaje","11.16"
19468,5,"2024-01-02 05:55:00","Packing",8,26,"50.71","Completado","59.40","1.30","Zona C - Picking","0.69"
19469,4,"2024-07-26 06:30:00","Packing",1,85,"29.02","Completado","49.41","1.07","Zona E - Expedición","6.65"
19470,3,"2024-08-27 12:11:00","Picking",7,60,"64.34","Completado","48.21","1.27","Zona C - Picking","15.44"
19471,3,"2024-05-11 12:34:00","Packing",5,126,"33.36","Completado","162.84","1.15","Zona C - Picking","12.50"
19472,2,"2024-08-20 02:44:00","Picking",7,87,"26.07","Completado","12.36","1.02","Zona C - Picking","14.80"
19473,2,"2024-03-09 01:58:00","Inventario",1,105,"86.85","Completado","12.96","1.27","Zona A - Recepción","17.98"
19474,4,"2024-06-09 09:30:00","Inventario",3,72,"39.13","En_Progreso","34.44","0.77","Zona B - Almacenaje","19.12"
19475,5,"2024-09-20 01:22:00","Inventario",8,166,"72.70","Completado","58.39","0.91","Zona D - Packing","12.83"
19476,5,"2024-03-29 10:49:00","Recepción",7,184,"42.02","Completado","107.39","0.65","Zona B - Almacenaje","22.96"
19477,2,"2024-05-20 01:05:00","Inventario",4,158,"35.06","Completado","65.49","1.22","Zona D - Packing","18.86"
19478,2,"2024-03-19 10:01:00","Recepción",7,27,"35.48","Completado","41.14","0.76","Zona B - Almacenaje","5.58"
19479,4,"2024-09-20 04:57:00","Packing",8,4,"97.33","Completado","51.82","1.02","Zona E - Expedición","22.37"
19480,3,"2024-04-22 07:19:00","Recepción",8,119,"203.13","Completado","51.35","0.85","Zona B - Almacenaje","3.76"
19481,3,"2024-08-01 02:27:00","Packing",2,16,"37.99","En_Progreso","30.12","0.77","Zona B - Almacenaje","0.60"
19482,3,"2024-02-29 01:00:00","Picking",8,91,"69.16","Completado","11.61","0.94","Zona C - Picking","22.50"
19483,1,"2024-06-10 02:33:00","Packing",5,76,"19.24","Completado","24.80","1.24","Zona D - Packing","5.17"
19484,3,"2024-05-21 09:27:00","Picking",6,35,"62.03","Completado","160.63","1.26","Zona D - Packing","3.77"
19485,5,"2024-01-14 00:00:00","Picking",5,89,"12.24","Completado","85.05","0.68","Zona D - Packing","9.68"
19486,1,"2024-01-06 11:38:00","Recepción",4,55,"67.19","Completado","128.88","1.18","Zona E - Expedición","14.28"
19487,2,"2024-02-27 11:49:00","Recepción",3,168,"25.95","Completado","64.25","0.91","Zona A - Recepción","5.99"
